	mean_flush	mean_caudate	detect_flush	detect_caudate	pval	qval	Gene	Ctype	dir
ATP5D	0.565	0.468	0.485	0.270	1.13E-03	2.05E-02	ATP5D	Hepatocyte	1
EIF3L2	0.176	0.085	0.173	0.049	1.13E-03	2.05E-02	EIF3L	Hepatocyte	1
RPL321	2.552	3.334	0.968	0.852	1.14E-03	2.05E-02	RPL32	Hepatocyte	-1
LMNA1	0.224	0.104	0.215	0.074	1.14E-03	2.05E-02	LMNA	Hepatocyte	1
NAE1	0.081	0.000	0.081	0.000	1.15E-03	2.06E-02	NAE1	Hepatocyte	1
NUDT7	0.081	0.000	0.081	0.000	1.15E-03	2.06E-02	NUDT7	Hepatocyte	1
KPNA21	0.095	0.000	0.081	0.000	1.15E-03	2.06E-02	KPNA2	Hepatocyte	1
SC5D	0.111	0.016	0.111	0.016	1.15E-03	2.06E-02	SC5D	Hepatocyte	1
NDUFB5	0.213	0.097	0.210	0.074	1.17E-03	2.08E-02	NDUFB5	Hepatocyte	1
DYNLL1	0.571	0.418	0.467	0.254	1.17E-03	2.08E-02	DYNLL1	Hepatocyte	1
PSMC1	0.259	0.180	0.249	0.098	1.17E-03	2.08E-02	PSMC1	Hepatocyte	1
METRN	0.009	0.056	0.009	0.049	1.17E-03	2.08E-02	METRN	Hepatocyte	-1
CDK2AP21	0.173	0.062	0.169	0.049	1.17E-03	2.09E-02	CDK2AP2	Hepatocyte	1
KIAA0930	0.009	0.064	0.009	0.049	1.18E-03	2.09E-02	KIAA0930	Hepatocyte	-1
NFKBIA3	0.174	0.064	0.166	0.049	1.19E-03	2.10E-02	NFKBIA	Hepatocyte	1
MID1IP1	0.141	0.037	0.141	0.033	1.19E-03	2.11E-02	MID1IP1	Hepatocyte	1
RPLP03	1.938	1.574	0.921	0.680	1.21E-03	2.14E-02	RPLP0	Hepatocyte	1
MYO1B	0.199	0.090	0.190	0.066	1.23E-03	2.16E-02	MYO1B	Hepatocyte	1
DERA	0.130	0.034	0.127	0.025	1.23E-03	2.16E-02	DERA	Hepatocyte	1
ACSM3	0.097	0.008	0.095	0.008	1.23E-03	2.16E-02	ACSM3	Hepatocyte	1
SUMO22	0.502	0.370	0.437	0.230	1.23E-03	2.16E-02	SUMO2	Hepatocyte	1
INSR1	0.016	0.085	0.016	0.066	1.23E-03	2.16E-02	INSR	Hepatocyte	-1
C11orf58	0.295	0.173	0.289	0.131	1.24E-03	2.16E-02	C11orf58	Hepatocyte	1
AQP3	0.118	0.020	0.113	0.016	1.25E-03	2.19E-02	AQP3	Hepatocyte	1
CARHSP11	0.418	0.286	0.388	0.189	1.27E-03	2.22E-02	CARHSP1	Hepatocyte	1
PSMD3	0.131	0.033	0.127	0.025	1.28E-03	2.23E-02	PSMD3	Hepatocyte	1
C51	0.012	0.081	0.012	0.057	1.30E-03	2.26E-02	C5	Hepatocyte	-1
RAB5C	0.185	0.077	0.183	0.057	1.34E-03	2.33E-02	RAB5C	Hepatocyte	1
UBE2E3	0.111	0.017	0.111	0.016	1.37E-03	2.37E-02	UBE2E3	Hepatocyte	1
CD991	0.250	0.124	0.247	0.098	1.37E-03	2.37E-02	CD99	Hepatocyte	1
AFM	0.187	0.090	0.180	0.057	1.39E-03	2.40E-02	AFM	Hepatocyte	1
ACADVL	0.333	0.194	0.316	0.139	1.41E-03	2.43E-02	ACADVL	Hepatocyte	1
RPL35	2.048	2.751	0.937	0.803	1.43E-03	2.46E-02	RPL35	Hepatocyte	-1
PCNP1	0.139	0.039	0.138	0.033	1.43E-03	2.47E-02	PCNP	Hepatocyte	1
SERPIND1	0.183	0.078	0.178	0.057	1.45E-03	2.49E-02	SERPIND1	Hepatocyte	1
CCT6A	0.159	0.056	0.155	0.041	1.52E-03	2.60E-02	CCT6A	Hepatocyte	1
PRELID1	0.451	0.319	0.414	0.221	1.52E-03	2.61E-02	PRELID1	Hepatocyte	1
NINJ1	0.109	0.017	0.109	0.016	1.53E-03	2.61E-02	NINJ1	Hepatocyte	1
HMGB22	0.182	0.073	0.150	0.041	1.56E-03	2.65E-02	HMGB2	Hepatocyte	1
RAB12	0.004	0.051	0.004	0.033	1.56E-03	2.65E-02	RAB12	Hepatocyte	-1
TUBB4B2	0.365	0.216	0.339	0.164	1.56E-03	2.66E-02	TUBB4B	Hepatocyte	1
CCDC88A	0.004	0.053	0.004	0.033	1.57E-03	2.67E-02	CCDC88A	Hepatocyte	-1
MAGI1	0.004	0.049	0.004	0.033	1.57E-03	2.67E-02	MAGI1	Hepatocyte	-1
STRAP	0.218	0.087	0.213	0.082	1.58E-03	2.67E-02	STRAP	Hepatocyte	1
EIF5A2	0.004	0.039	0.004	0.033	1.59E-03	2.69E-02	EIF5A2	Hepatocyte	-1
POMP	0.734	0.563	0.631	0.361	1.60E-03	2.70E-02	POMP	Hepatocyte	1
TUBA1B3	0.593	0.315	0.399	0.213	1.64E-03	2.76E-02	TUBA1B	Hepatocyte	1
EIF4A22	0.196	0.082	0.189	0.066	1.67E-03	2.79E-02	EIF4A2	Hepatocyte	1
UGT2A3	0.140	0.053	0.139	0.033	1.66E-03	2.79E-02	UGT2A3	Hepatocyte	1
SDHA	0.155	0.059	0.152	0.041	1.66E-03	2.79E-02	SDHA	Hepatocyte	1
CTNNA1	0.094	0.008	0.093	0.008	1.66E-03	2.79E-02	CTNNA1	Hepatocyte	1
ATP5O	0.499	0.369	0.451	0.238	1.67E-03	2.79E-02	ATP5O	Hepatocyte	1
SURF1	0.094	0.008	0.092	0.008	1.69E-03	2.82E-02	SURF1	Hepatocyte	1
C8B	0.291	0.175	0.273	0.123	1.69E-03	2.82E-02	C8B	Hepatocyte	1
RAB32	0.113	0.033	0.109	0.016	1.69E-03	2.82E-02	RAB32	Hepatocyte	1
NDUFS2	0.305	0.189	0.287	0.123	1.70E-03	2.83E-02	NDUFS2	Hepatocyte	1
CAP1	0.139	0.045	0.138	0.033	1.71E-03	2.84E-02	CAP1	Hepatocyte	1
EEF1B22	0.806	0.680	0.638	0.377	1.71E-03	2.84E-02	EEF1B2	Hepatocyte	1
PDHX	0.076	0.000	0.076	0.000	1.71E-03	2.84E-02	PDHX	Hepatocyte	1
RTP3	0.169	0.065	0.164	0.049	1.74E-03	2.88E-02	RTP3	Hepatocyte	1
LAP3	0.300	0.164	0.280	0.131	1.76E-03	2.91E-02	LAP3	Hepatocyte	1
RCAN1	0.233	0.108	0.213	0.082	1.76E-03	2.91E-02	RCAN1	Hepatocyte	1
MRPL21	0.141	0.053	0.138	0.033	1.77E-03	2.91E-02	MRPL21	Hepatocyte	1
HHEX	0.106	0.016	0.106	0.016	1.78E-03	2.93E-02	HHEX	Hepatocyte	1
HABP2	0.025	0.093	0.025	0.082	1.79E-03	2.94E-02	HABP2	Hepatocyte	-1
SLC9A3R2	0.239	0.120	0.231	0.098	1.79E-03	2.94E-02	SLC9A3R2	Hepatocyte	1
DSTN	0.608	0.467	0.513	0.295	1.80E-03	2.95E-02	DSTN	Hepatocyte	1
EMC3	0.123	0.035	0.122	0.025	1.83E-03	3.00E-02	EMC3	Hepatocyte	1
CSDE1	0.240	0.127	0.231	0.090	1.84E-03	3.00E-02	CSDE1	Hepatocyte	1
MRPL2	0.109	0.018	0.108	0.016	1.84E-03	3.00E-02	MRPL2	Hepatocyte	1
CORO1A2	0.141	0.054	0.134	0.033	1.86E-03	3.02E-02	CORO1A	Hepatocyte	1
KARS	0.115	0.022	0.108	0.016	1.88E-03	3.05E-02	KARS	Hepatocyte	1
DERL2	0.094	0.013	0.092	0.008	1.89E-03	3.07E-02	DERL2	Hepatocyte	1
FNTA	0.092	0.012	0.092	0.008	1.90E-03	3.08E-02	FNTA	Hepatocyte	1
POLR3GL	0.095	0.008	0.090	0.008	1.90E-03	3.08E-02	POLR3GL	Hepatocyte	1
HMGCS1	0.970	0.747	0.633	0.393	1.94E-03	3.14E-02	HMGCS1	Hepatocyte	1
NDUFA9	0.122	0.037	0.120	0.025	1.94E-03	3.14E-02	NDUFA9	Hepatocyte	1
TPMT	0.167	0.075	0.164	0.049	1.95E-03	3.15E-02	TPMT	Hepatocyte	1
TDP2	0.074	0.000	0.074	0.000	1.95E-03	3.15E-02	TDP2	Hepatocyte	1
PLG	0.266	0.122	0.247	0.115	1.96E-03	3.15E-02	PLG	Hepatocyte	1
NACA3	1.365	1.063	0.852	0.525	2.04E-03	3.27E-02	NACA	Hepatocyte	1
HMGN1	0.316	0.241	0.303	0.139	2.05E-03	3.29E-02	HMGN1	Hepatocyte	1
SAR1A	0.106	0.016	0.104	0.016	2.06E-03	3.30E-02	SAR1A	Hepatocyte	1
ANXA10	0.168	0.075	0.166	0.049	2.07E-03	3.31E-02	ANXA10	Hepatocyte	1
PSMB2	0.380	0.275	0.358	0.172	2.07E-03	3.31E-02	PSMB2	Hepatocyte	1
PDHB	0.208	0.118	0.201	0.074	2.08E-03	3.32E-02	PDHB	Hepatocyte	1
PSMD7	0.233	0.124	0.220	0.090	2.11E-03	3.36E-02	PSMD7	Hepatocyte	1
SRSF23	0.257	0.137	0.242	0.107	2.12E-03	3.37E-02	SRSF2	Hepatocyte	1
NME4	0.245	0.153	0.233	0.098	2.13E-03	3.38E-02	NME4	Hepatocyte	1
JCHAIN2	0.111	0.051	0.106	0.016	2.13E-03	3.38E-02	JCHAIN	Hepatocyte	1
ATP6AP2	0.109	0.027	0.106	0.016	2.16E-03	3.42E-02	ATP6AP2	Hepatocyte	1
VIM3	0.166	0.082	0.148	0.041	2.16E-03	3.42E-02	VIM	Hepatocyte	1
MALSU1	0.143	0.041	0.143	0.041	2.17E-03	3.43E-02	MALSU1	Hepatocyte	1
TSG101	0.108	0.027	0.106	0.016	2.17E-03	3.43E-02	TSG101	Hepatocyte	1
AGRN	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	AGRN	Hepatocyte	-1
RP4-594I10.31	0.000	0.026	0.000	0.016	2.30E-03	3.44E-02	RP4-594I10.3	Hepatocyte	-1
MNDA	0.000	0.033	0.000	0.016	2.30E-03	3.44E-02	MNDA	Hepatocyte	-1
MARC2	0.102	0.016	0.102	0.016	2.19E-03	3.44E-02	MARC2	Hepatocyte	1
PXDN	0.000	0.045	0.000	0.016	2.30E-03	3.44E-02	PXDN	Hepatocyte	-1
ACVR2A	0.000	0.016	0.000	0.016	2.30E-03	3.44E-02	ACVR2A	Hepatocyte	-1
TRAK2	0.000	0.020	0.000	0.016	2.30E-03	3.44E-02	TRAK2	Hepatocyte	-1
BRK11	0.279	0.164	0.270	0.123	2.24E-03	3.44E-02	BRK1	Hepatocyte	1
LAMB2	0.000	0.016	0.000	0.016	2.30E-03	3.44E-02	LAMB2	Hepatocyte	-1
DCP1A	0.000	0.027	0.000	0.016	2.30E-03	3.44E-02	DCP1A	Hepatocyte	-1
PLXND1	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	PLXND1	Hepatocyte	-1
WDFY3	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	WDFY3	Hepatocyte	-1
SOX4	0.000	0.028	0.000	0.016	2.30E-03	3.44E-02	SOX4	Hepatocyte	-1
GABBR1	0.000	0.026	0.000	0.016	2.30E-03	3.44E-02	GABBR1	Hepatocyte	-1
ADAT2	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	ADAT2	Hepatocyte	-1
NPC1L1	0.000	0.019	0.000	0.016	2.30E-03	3.44E-02	NPC1L1	Hepatocyte	-1
RP5-1136G13.2	0.000	0.021	0.000	0.016	2.30E-03	3.44E-02	RP5-1136G13.2	Hepatocyte	-1
ZNF783	0.000	0.020	0.000	0.016	2.30E-03	3.44E-02	ZNF783	Hepatocyte	-1
MSR1	0.000	0.031	0.000	0.016	2.30E-03	3.44E-02	MSR1	Hepatocyte	-1
RP13-582O9.7	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	RP13-582O9.7	Hepatocyte	-1
RPL7A3	1.446	1.148	0.852	0.598	2.30E-03	3.44E-02	RPL7A	Hepatocyte	1
CRACR2B	0.000	0.025	0.000	0.016	2.30E-03	3.44E-02	CRACR2B	Hepatocyte	-1
KCNQ1OT1	0.000	0.026	0.000	0.016	2.30E-03	3.44E-02	KCNQ1OT1	Hepatocyte	-1
PSMA1	0.323	0.201	0.305	0.148	2.20E-03	3.44E-02	PSMA1	Hepatocyte	1
SF3B2	0.145	0.053	0.145	0.041	2.22E-03	3.44E-02	SF3B2	Hepatocyte	1
CEP57	0.090	0.008	0.088	0.008	2.26E-03	3.44E-02	CEP57	Hepatocyte	1
MMRN2	0.000	0.031	0.000	0.016	2.30E-03	3.44E-02	MMRN2	Hepatocyte	-1
STAC3	0.000	0.029	0.000	0.016	2.30E-03	3.44E-02	STAC3	Hepatocyte	-1
STAB2	0.000	0.037	0.000	0.016	2.30E-03	3.44E-02	STAB2	Hepatocyte	-1
SART3	0.000	0.020	0.000	0.016	2.30E-03	3.44E-02	SART3	Hepatocyte	-1
IGHG31	0.122	0.054	0.120	0.025	2.26E-03	3.44E-02	IGHG3	Hepatocyte	1
FAM174B	0.000	0.016	0.000	0.016	2.30E-03	3.44E-02	FAM174B	Hepatocyte	-1
IGSF6	0.000	0.030	0.000	0.016	2.30E-03	3.44E-02	IGSF6	Hepatocyte	-1
YWHAE	0.397	0.267	0.370	0.189	2.23E-03	3.44E-02	YWHAE	Hepatocyte	1
RP11-214O1.3	0.000	0.022	0.000	0.016	2.30E-03	3.44E-02	RP11-214O1.3	Hepatocyte	-1
COX11	0.088	0.008	0.088	0.008	2.30E-03	3.44E-02	COX11	Hepatocyte	1
C1QTNF1	0.000	0.033	0.000	0.016	2.30E-03	3.44E-02	C1QTNF1	Hepatocyte	-1
PPP2R1A	0.109	0.027	0.104	0.016	2.30E-03	3.44E-02	PPP2R1A	Hepatocyte	1
PTPRH	0.000	0.016	0.000	0.016	2.30E-03	3.44E-02	PTPRH	Hepatocyte	-1
SYNJ1	0.000	0.026	0.000	0.016	2.30E-03	3.44E-02	SYNJ1	Hepatocyte	-1
PPP1R7	0.150	0.052	0.146	0.041	2.32E-03	3.46E-02	PPP1R7	Hepatocyte	1
BSG2	0.148	0.063	0.143	0.041	2.34E-03	3.49E-02	BSG	Hepatocyte	1
PSMD61	0.116	0.027	0.116	0.025	2.35E-03	3.50E-02	PSMD6	Hepatocyte	1
ILF21	0.123	0.051	0.120	0.025	2.37E-03	3.53E-02	ILF2	Hepatocyte	1
TAF9	0.106	0.026	0.104	0.016	2.40E-03	3.57E-02	TAF9	Hepatocyte	1
PCNA	0.099	0.008	0.088	0.008	2.42E-03	3.59E-02	PCNA	Hepatocyte	1
KIF5B1	0.092	0.017	0.088	0.008	2.46E-03	3.65E-02	KIF5B	Hepatocyte	1
NHP2	0.197	0.109	0.187	0.066	2.48E-03	3.67E-02	NHP2	Hepatocyte	1
GNAI3	0.104	0.022	0.104	0.016	2.49E-03	3.67E-02	GNAI3	Hepatocyte	1
SHROOM1	0.027	0.098	0.026	0.082	2.53E-03	3.73E-02	SHROOM1	Hepatocyte	-1
TRUB2	0.127	0.037	0.127	0.033	2.53E-03	3.73E-02	TRUB2	Hepatocyte	1
FAM114A1	0.072	0.000	0.071	0.000	2.54E-03	3.74E-02	FAM114A1	Hepatocyte	1
PLA2G2A	0.847	0.526	0.342	0.180	2.55E-03	3.75E-02	PLA2G2A	Hepatocyte	1
TPD52L1	0.086	0.008	0.086	0.008	2.55E-03	3.75E-02	TPD52L1	Hepatocyte	1
OIT3	0.007	0.086	0.007	0.041	2.56E-03	3.75E-02	OIT3	Hepatocyte	-1
ASXL2	0.002	0.033	0.002	0.025	2.59E-03	3.75E-02	ASXL2	Hepatocyte	-1
ADGRA3	0.002	0.035	0.002	0.025	2.59E-03	3.75E-02	ADGRA3	Hepatocyte	-1
CDYL	0.002	0.040	0.002	0.025	2.59E-03	3.75E-02	CDYL	Hepatocyte	-1
PZP	0.002	0.024	0.002	0.025	2.59E-03	3.75E-02	PZP	Hepatocyte	-1
SLC7A8	0.002	0.045	0.002	0.025	2.59E-03	3.75E-02	SLC7A8	Hepatocyte	-1
RP11-798K3.2	0.058	0.188	0.056	0.131	2.58E-03	3.75E-02	RP11-798K3.2	Hepatocyte	-1
FAM101B	0.002	0.041	0.002	0.025	2.59E-03	3.75E-02	FAM101B	Hepatocyte	-1
FAM83G	0.002	0.027	0.002	0.025	2.59E-03	3.75E-02	FAM83G	Hepatocyte	-1
RIN2	0.002	0.062	0.002	0.025	2.59E-03	3.75E-02	RIN2	Hepatocyte	-1
CABIN11	0.002	0.048	0.002	0.025	2.59E-03	3.75E-02	CABIN1	Hepatocyte	-1
PIKFYVE	0.002	0.029	0.002	0.025	2.63E-03	3.78E-02	PIKFYVE	Hepatocyte	-1
LDB2	0.002	0.035	0.002	0.025	2.63E-03	3.78E-02	LDB2	Hepatocyte	-1
ATP11C	0.002	0.038	0.002	0.025	2.63E-03	3.78E-02	ATP11C	Hepatocyte	-1
AMOTL1	0.002	0.044	0.002	0.025	2.63E-03	3.78E-02	AMOTL1	Hepatocyte	-1
DCAF11	0.100	0.016	0.101	0.016	2.62E-03	3.78E-02	DCAF11	Hepatocyte	1
ABCD3	0.186	0.092	0.178	0.066	2.63E-03	3.78E-02	ABCD3	Hepatocyte	1
ACOT13	0.289	0.188	0.277	0.123	2.64E-03	3.78E-02	ACOT13	Hepatocyte	1
BCAS21	0.116	0.034	0.116	0.025	2.66E-03	3.79E-02	BCAS2	Hepatocyte	1
SUB13	0.651	0.457	0.577	0.311	2.65E-03	3.79E-02	SUB1	Hepatocyte	1
MICU3	0.002	0.027	0.002	0.025	2.66E-03	3.79E-02	MICU3	Hepatocyte	-1
MAMDC4	0.002	0.027	0.002	0.025	2.66E-03	3.79E-02	MAMDC4	Hepatocyte	-1
ARPC31	0.452	0.312	0.404	0.213	2.65E-03	3.79E-02	ARPC3	Hepatocyte	1
ACO2	0.087	0.008	0.086	0.008	2.69E-03	3.83E-02	ACO2	Hepatocyte	1
UBE2N	0.132	0.037	0.129	0.033	2.75E-03	3.92E-02	UBE2N	Hepatocyte	1
SH3GL1	0.011	0.089	0.011	0.049	2.76E-03	3.93E-02	SH3GL1	Hepatocyte	-1
SAA23	28.194	24.662	0.996	0.984	2.81E-03	3.99E-02	SAA2	Hepatocyte	1
CPS11	0.023	0.121	0.023	0.074	2.82E-03	3.99E-02	CPS1	Hepatocyte	-1
CASP4	0.155	0.066	0.152	0.049	2.83E-03	4.01E-02	CASP4	Hepatocyte	1
GLRX31	0.101	0.017	0.101	0.016	2.87E-03	4.06E-02	GLRX3	Hepatocyte	1
PON3	0.233	0.128	0.222	0.098	2.89E-03	4.08E-02	PON3	Hepatocyte	1
ALKBH7	0.222	0.103	0.219	0.090	2.89E-03	4.08E-02	ALKBH7	Hepatocyte	1
DDX56	0.071	0.000	0.069	0.000	2.90E-03	4.08E-02	DDX56	Hepatocyte	1
IGHM	0.071	0.000	0.069	0.000	2.90E-03	4.08E-02	IGHM	Hepatocyte	1
DAP	0.118	0.028	0.113	0.025	2.94E-03	4.13E-02	DAP	Hepatocyte	1
TOB1	0.132	0.046	0.129	0.033	3.00E-03	4.20E-02	TOB1	Hepatocyte	1
MTRNR2L121	0.011	0.072	0.011	0.049	3.03E-03	4.24E-02	MTRNR2L12	Hepatocyte	-1
DNAJB13	0.120	0.043	0.116	0.025	3.03E-03	4.24E-02	DNAJB1	Hepatocyte	1
POLD2	0.160	0.064	0.157	0.049	3.04E-03	4.26E-02	POLD2	Hepatocyte	1
CD151	0.144	0.049	0.138	0.041	3.08E-03	4.30E-02	CD151	Hepatocyte	1
MYL12B1	1.066	0.937	0.735	0.459	3.08E-03	4.30E-02	MYL12B	Hepatocyte	1
NUCB1	0.153	0.052	0.150	0.049	3.19E-03	4.44E-02	NUCB1	Hepatocyte	1
EIF4E	0.115	0.034	0.113	0.025	3.21E-03	4.46E-02	EIF4E	Hepatocyte	1
ISCU	0.194	0.091	0.187	0.074	3.21E-03	4.46E-02	ISCU	Hepatocyte	1
MIF2	0.612	0.952	0.536	0.525	3.25E-03	4.51E-02	MIF	Hepatocyte	-1
UBA5	0.067	0.000	0.067	0.000	3.31E-03	4.57E-02	UBA5	Hepatocyte	1
NAT2	0.069	0.000	0.067	0.000	3.31E-03	4.57E-02	NAT2	Hepatocyte	1
ITFG1	0.067	0.000	0.067	0.000	3.31E-03	4.57E-02	ITFG1	Hepatocyte	1
POLR2C	0.069	0.000	0.067	0.000	3.31E-03	4.57E-02	POLR2C	Hepatocyte	1
MRPL47	0.150	0.046	0.143	0.041	3.32E-03	4.57E-02	MRPL47	Hepatocyte	1
GALT	0.099	0.017	0.099	0.016	3.32E-03	4.57E-02	GALT	Hepatocyte	1
MTHFD2L	0.032	0.105	0.032	0.090	3.33E-03	4.59E-02	MTHFD2L	Hepatocyte	-1
UBXN4	0.176	0.097	0.171	0.057	3.34E-03	4.59E-02	UBXN4	Hepatocyte	1
ZFP36L23	0.086	0.008	0.083	0.008	3.36E-03	4.61E-02	ZFP36L2	Hepatocyte	1
NRBF2	0.085	0.008	0.083	0.008	3.38E-03	4.63E-02	NRBF2	Hepatocyte	1
PTP4A2	0.058	0.189	0.058	0.131	3.39E-03	4.64E-02	PTP4A2	Hepatocyte	-1
PSMB4	0.173	0.113	0.164	0.057	3.45E-03	4.72E-02	PSMB4	Hepatocyte	1
PYGL	0.115	0.043	0.113	0.025	3.46E-03	4.73E-02	PYGL	Hepatocyte	1
MRPS22	0.099	0.025	0.099	0.016	3.51E-03	4.79E-02	MRPS22	Hepatocyte	1
OSBPL9	0.084	0.010	0.083	0.008	3.63E-03	4.93E-02	OSBPL9	Hepatocyte	1
UBE2L6	0.204	0.115	0.201	0.082	3.63E-03	4.93E-02	UBE2L6	Hepatocyte	1
YWHAH1	0.189	0.118	0.183	0.066	3.63E-03	4.93E-02	YWHAH	Hepatocyte	1
UBE2A	0.083	0.013	0.083	0.008	3.64E-03	4.94E-02	UBE2A	Hepatocyte	1
MT-CO14	12.671	49.796	1.000	1.000	8.94E-82	4.54E-78	MT-CO1	InflamatoryMacrophages	-1
MT-CO24	10.699	40.946	1.000	1.000	6.38E-82	4.54E-78	MT-CO2	InflamatoryMacrophages	-1
MT-CO34	10.269	36.681	1.000	1.000	1.15E-81	4.54E-78	MT-CO3	InflamatoryMacrophages	-1
MT-CYB4	3.360	16.289	0.988	1.000	8.16E-81	2.42E-77	MT-CYB	InflamatoryMacrophages	-1
MT-ND44	6.460	27.693	1.000	1.000	1.38E-80	3.26E-77	MT-ND4	InflamatoryMacrophages	-1
MT-ATP64	5.530	19.148	1.000	1.000	5.86E-76	1.16E-72	MT-ATP6	InflamatoryMacrophages	-1
MT-ND24	4.170	15.221	0.992	1.000	7.85E-74	1.33E-70	MT-ND2	InflamatoryMacrophages	-1
MT-ND14	4.183	13.410	0.998	0.994	1.94E-69	2.88E-66	MT-ND1	InflamatoryMacrophages	-1
MT-ND4L4	0.332	2.669	0.311	0.873	2.25E-65	2.96E-62	MT-ND4L	InflamatoryMacrophages	-1
HBB4	1.750	0.182	0.952	0.152	9.14E-65	1.08E-61	HBB	InflamatoryMacrophages	1
MT-ND34	4.354	13.253	0.998	1.000	1.32E-64	1.43E-61	MT-ND3	InflamatoryMacrophages	-1
MT-ND54	0.930	4.488	0.718	0.962	2.61E-64	2.58E-61	MT-ND5	InflamatoryMacrophages	-1
MT-ND64	0.051	0.862	0.051	0.570	7.79E-59	7.11E-56	MT-ND6	InflamatoryMacrophages	-1
HBA24	1.123	0.118	0.842	0.101	7.97E-51	6.75E-48	HBA2	InflamatoryMacrophages	1
TPT14	8.375	4.273	1.000	0.943	1.23E-50	9.76E-48	TPT1	InflamatoryMacrophages	1
NFKBIA4	1.829	0.202	0.826	0.158	5.09E-45	3.77E-42	NFKBIA	InflamatoryMacrophages	1
IGKC4	1.528	0.116	0.738	0.070	2.81E-40	1.96E-37	IGKC	InflamatoryMacrophages	1
HSP90AA14	2.149	0.553	0.885	0.348	1.58E-36	1.04E-33	HSP90AA1	InflamatoryMacrophages	1
EEF1A14	10.261	5.903	1.000	0.924	2.15E-36	1.35E-33	EEF1A1	InflamatoryMacrophages	1
DUSP13	1.896	0.437	0.852	0.266	5.12E-36	3.03E-33	DUSP1	InflamatoryMacrophages	1
H3F3B4	2.229	0.966	0.975	0.595	7.24E-31	4.09E-28	H3F3B	InflamatoryMacrophages	1
JUNB4	1.398	0.401	0.812	0.297	1.52E-29	8.17E-27	JUNB	InflamatoryMacrophages	1
IL1B	0.895	0.031	0.510	0.025	2.57E-26	1.28E-23	IL1B	InflamatoryMacrophages	1
CXCL2	1.098	0.064	0.535	0.044	2.65E-26	1.28E-23	CXCL2	InflamatoryMacrophages	1
HNRNPA14	1.409	0.539	0.882	0.392	2.75E-26	1.28E-23	HNRNPA1	InflamatoryMacrophages	1
MT-ATP84	0.048	0.477	0.048	0.335	2.81E-26	1.28E-23	MT-ATP8	InflamatoryMacrophages	-1
RPL73	4.179	2.445	1.000	0.854	4.45E-26	1.96E-23	RPL7	InflamatoryMacrophages	1
CXCL8	1.108	0.074	0.520	0.038	2.51E-25	1.06E-22	CXCL8	InflamatoryMacrophages	1
ITIH34	0.025	0.356	0.025	0.266	8.58E-25	3.51E-22	ITIH3	InflamatoryMacrophages	-1
SRGN3	3.237	1.687	0.975	0.734	2.68E-24	1.06E-21	SRGN	InflamatoryMacrophages	1
ZFP363	1.097	0.335	0.726	0.228	7.12E-24	2.72E-21	ZFP36	InflamatoryMacrophages	1
ACTG14	3.216	1.707	0.988	0.753	2.09E-23	7.75E-21	ACTG1	InflamatoryMacrophages	1
EIF13	4.142	2.494	0.995	0.873	2.66E-23	9.56E-21	EIF1	InflamatoryMacrophages	1
RGS23	0.895	0.222	0.626	0.146	3.86E-23	1.34E-20	RGS2	InflamatoryMacrophages	1
SAT12	3.998	1.969	0.978	0.741	3.95E-23	1.34E-20	SAT1	InflamatoryMacrophages	1
RPL93	3.879	2.438	0.998	0.854	7.68E-23	2.53E-20	RPL9	InflamatoryMacrophages	1
GAPDH4	3.772	1.979	0.987	0.741	8.31E-23	2.67E-20	GAPDH	InflamatoryMacrophages	1
ACTB3	18.461	12.589	1.000	0.987	1.48E-22	4.62E-20	ACTB	InflamatoryMacrophages	1
HSPA1A2	1.016	0.127	0.543	0.089	1.58E-22	4.79E-20	HSPA1A	InflamatoryMacrophages	1
SOD21	1.297	0.453	0.771	0.304	1.16E-21	3.44E-19	SOD2	InflamatoryMacrophages	1
AC090498.13	0.331	1.051	0.321	0.652	1.28E-20	3.71E-18	AC090498.1	InflamatoryMacrophages	-1
PLAUR	0.676	0.122	0.538	0.101	1.56E-20	4.40E-18	PLAUR	InflamatoryMacrophages	1
SAA14	3.448	2.156	0.998	0.734	3.19E-20	8.81E-18	SAA1	InflamatoryMacrophages	1
HLA-C4	3.058	1.765	0.968	0.728	1.35E-19	3.64E-17	HLA-C	InflamatoryMacrophages	1
COTL12	3.208	1.900	0.982	0.772	4.62E-19	1.22E-16	COTL1	InflamatoryMacrophages	1
NR4A23	0.506	0.058	0.439	0.051	8.50E-19	2.19E-16	NR4A2	InflamatoryMacrophages	1
HSP90AB14	0.646	0.162	0.558	0.133	1.87E-18	4.72E-16	HSP90AB1	InflamatoryMacrophages	1
BTG14	1.119	0.460	0.771	0.335	2.47E-18	6.10E-16	BTG1	InflamatoryMacrophages	1
RPS132	4.826	3.339	0.997	0.905	3.91E-18	9.45E-16	RPS13	InflamatoryMacrophages	1
H3F3A1	4.461	3.008	0.998	0.905	8.33E-18	1.98E-15	H3F3A	InflamatoryMacrophages	1
PNRC14	0.923	0.368	0.696	0.253	9.18E-18	2.14E-15	PNRC1	InflamatoryMacrophages	1
