"mean_flush" "mean_caudate" "detect_flush" "detect_caudate" "pval" "qval" "Gene" "Ctype" "dir"
"PTS" 0.197220575068002 0.0506507169864622 0.19047619047619 0.0327868852459016 3.9193733969815e-05 0.00118087928285308 "PTS" "Hepatocyte" 1
"NNMT" 4.80951062971433 2.86699611434534 0.99647266313933 0.786885245901639 6.9453777586276e-15 1.22014259424259e-12 "NNMT" "Hepatocyte" 1
"APOA1" 4.39615397946005 3.68949392566894 0.961199294532628 0.704918032786885 0.000202935858938778 0.00475836668012712 "APOA1" "Hepatocyte" 1
"SC5D" 0.111206889482956 0.0163720782598421 0.111111111111111 0.0163934426229508 0.00115170768966891 0.0206134014237136 "SC5D" "Hepatocyte" 1
"HSPA83" 0.874772950683684 0.220154779422166 0.679012345679012 0.155737704918033 1.71065910725748e-19 4.65095627280314e-17 "HSPA8" "Hepatocyte" 1
"EI24" 0.220560016043499 0.0725891979949361 0.213403880070547 0.0655737704918033 0.00028956701398805 0.0064205159858826 "EI24" "Hepatocyte" 1
"IDI11" 0.987873668403741 0.424007431106819 0.634920634920635 0.254098360655738 3.91985039612496e-11 4.47607716733509e-09 "IDI1" "Hepatocyte" 1
"AKR1C2" 1.60998973941033 0.521614184774096 0.846560846560847 0.30327868852459 1.20360904465939e-21 3.81778102249043e-19 "AKR1C2" "Hepatocyte" 1
"AKR1C1" 2.67633275061054 1.1420830322833 0.936507936507937 0.524590163934426 1.97725507977044e-18 4.80388845870184e-16 "AKR1C1" "Hepatocyte" 1
"AKR1C3" 1.14392808638213 0.345457961684061 0.740740740740741 0.221311475409836 2.13524577757034e-18 5.07966073626578e-16 "AKR1C3" "Hepatocyte" 1
"AKR1C4" 0.998466217028813 0.400049565713975 0.696649029982363 0.237704918032787 1.31814249994985e-13 1.98050910617466e-11 "AKR1C4" "Hepatocyte" 1
"ECHDC3" 0.206471093802356 0.0609565101891468 0.197530864197531 0.0491803278688525 0.000129584948299419 0.00339387735007126 "ECHDC3" "Hepatocyte" 1
"CDC123" 0.11803308917397 0.0128744313792807 0.118165784832451 0.00819672131147541 0.000259984874541323 0.00582111231840661 "CDC123" "Hepatocyte" 1
"PHYH" 0.445759516841185 0.203152427647043 0.419753086419753 0.131147540983607 2.5611162911335e-07 1.46961743359063e-05 "PHYH" "Hepatocyte" 1
"VIM3" 0.165622448681166 0.082226425466609 0.148148148148148 0.040983606557377 0.00215981333332321 0.0341642237139796 "VIM" "Hepatocyte" 1
"RAB18" 0.18331181482874 0.0672455916349699 0.178130511463845 0.0491803278688525 0.000560352345317484 0.0114466251005015 "RAB18" "Hepatocyte" 1
"KIF5B1" 0.0915619779143475 0.0171959188352631 0.0881834215167548 0.00819672131147541 0.00246273774623821 0.0364747111858549 "KIF5B" "Hepatocyte" 1
"HNRNPF" 0.317497365391187 0.101733404639418 0.292768959435626 0.0737704918032787 3.31927473175181e-06 0.000139348522653948 "HNRNPF" "Hepatocyte" 1
"NCOA4" 0.218268737717046 0.0651842852392338 0.209876543209877 0.0573770491803279 0.000168367445184496 0.00413459754099302 "NCOA4" "Hepatocyte" 1
"NRBF2" 0.0846610336933741 0.00821863767861839 0.0828924162257496 0.00819672131147541 0.00337650589958461 0.0462860994806203 "NRBF2" "Hepatocyte" 1
"SAR1A" 0.10619478094122 0.0164814615813154 0.104056437389771 0.0163934426229508 0.00206053054181075 0.0330002780602201 "SAR1A" "Hepatocyte" 1
"PPA1" 0.561020936644158 0.276212028152111 0.495590828924162 0.180327868852459 4.73110616704191e-07 2.48960835582726e-05 "PPA1" "Hepatocyte" 1
"PCBD1" 0.741176556019043 0.503542943242558 0.599647266313933 0.336065573770492 0.000150333858474682 0.00378119455930042 "PCBD1" "Hepatocyte" 1
"OIT3" 0.00707173663294015 0.0860560431146988 0.00705467372134039 0.040983606557377 0.00256027055555602 0.0375298196070529 "OIT3" "Hepatocyte" -1
"ANXA7" 0.250729316292877 0.100278217305171 0.246913580246914 0.0819672131147541 0.000130603597690996 0.00341201790903235 "ANXA7" "Hepatocyte" 1
"VDAC2" 0.198794260125655 0.0622313643440753 0.194003527336861 0.0491803278688525 0.000231886522400135 0.00527472549658793 "VDAC2" "Hepatocyte" 1
"FAM213A" 0.259251300403416 0.103989886307673 0.245149911816578 0.0819672131147541 0.000272803287600237 0.00608425925997482 "FAM213A" "Hepatocyte" 1
"GHITM1" 0.7544711063413 0.291470590739852 0.62962962962963 0.221311475409836 2.29439455959824e-11 2.67343790571962e-09 "GHITM" "Hepatocyte" 1
"MMRN2" 0 0.03055967550834 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "MMRN2" "Hepatocyte" -1
"GLUD1" 0.543650632401243 0.146890848906077 0.472663139329806 0.0983606557377049 9.21239204829974e-12 1.23760358587688e-09 "GLUD1" "Hepatocyte" 1
"HHEX" 0.105925109473619 0.0164160612814855 0.105820105820106 0.0163934426229508 0.00177885656388989 0.0292691110995081 "HHEX" "Hepatocyte" 1
"RBP42" 7.42171612399793 4.48193835830394 0.985890652557319 0.786885245901639 1.22691780802335e-14 2.06031977203216e-12 "RBP4" "Hepatocyte" 1
"CYP2C9" 0.532430319033124 0.233866254307904 0.428571428571429 0.180327868852459 4.62182406602722e-06 0.000187151095780017 "CYP2C9" "Hepatocyte" 1
"PGAM11" 0.378728674136908 0.175095918305632 0.347442680776014 0.131147540983607 3.53071037718324e-05 0.00107512484792148 "PGAM1" "Hepatocyte" 1
"GOT1" 0.467527556688024 0.175160435785713 0.417989417989418 0.114754098360656 2.36201517513971e-08 1.70707919524813e-06 "GOT1" "Hepatocyte" 1
"NDUFB8" 0.454828189625338 0.295886466473875 0.437389770723104 0.204918032786885 0.000148463450850411 0.00376233797230856 "NDUFB8" "Hepatocyte" 1
"GSTO1" 0.932849769386155 0.5996833896444 0.742504409171076 0.336065573770492 1.75226203056123e-07 1.06431277271163e-05 "GSTO1" "Hepatocyte" 1
"HABP2" 0.0247348759583816 0.0925585011410119 0.0246913580246914 0.0819672131147541 0.00179456050224633 0.0294426528378605 "HABP2" "Hepatocyte" -1
"PRDX3" 0.606400761031568 0.273120164385552 0.536155202821869 0.19672131147541 2.05435320743737e-08 1.52152489863469e-06 "PRDX3" "Hepatocyte" 1
"GLRX31" 0.100571229020058 0.0165202476861443 0.100529100529101 0.0163934426229508 0.00287073891004547 0.0405705044725361 "GLRX3" "Hepatocyte" 1
"BNIP3" 0.541307886689332 0.172948585812424 0.462081128747795 0.114754098360656 1.19138444693182e-10 1.25966842588097e-08 "BNIP3" "Hepatocyte" 1
"PRAP1" 0.671522180049704 0.369764323898024 0.557319223985891 0.245901639344262 1.40206206037103e-06 6.58853772320035e-05 "PRAP1" "Hepatocyte" 1
"ECHS1" 1.11982694839372 0.651468450940298 0.797178130511464 0.377049180327869 1.27668594025786e-08 9.85032212959765e-07 "ECHS1" "Hepatocyte" 1
"CYP2E11" 6.00816053263699 2.1409982238504 0.938271604938272 0.540983606557377 2.71094431357873e-26 1.14652863395391e-23 "CYP2E1" "Hepatocyte" 1
"FKBP4" 0.102411789977077 0.0101360939548336 0.100529100529101 0.00819672131147541 0.000980181476384575 0.0182887128739141 "FKBP4" "Hepatocyte" 1
"NDUFA9" 0.121753939039527 0.0366265963104712 0.119929453262787 0.0245901639344262 0.00193845220986605 0.0313526447755309 "NDUFA9" "Hepatocyte" 1
"GAPDH3" 4.81823543538114 2.65371448256911 0.998236331569665 0.770491803278688 9.61216588263686e-20 2.74403305534576e-17 "GAPDH" "Hepatocyte" 1
"MLF2" 0.304874296224267 0.179342268354624 0.289241622574956 0.122950819672131 0.000746172057991709 0.0146823030650958 "MLF2" "Hepatocyte" 1
"PTMS" 0.848314611948833 0.559296434336184 0.647266313932981 0.327868852459016 4.23883062600062e-06 0.000175373938109787 "PTMS" "Hepatocyte" 1
"TPI11" 0.897514330784579 0.511940720750737 0.701940035273369 0.319672131147541 2.89319716976829e-08 2.05201357028473e-06 "TPI1" "Hepatocyte" 1
"C1S" 0.624126054046254 0.47256231763143 0.504409171075838 0.237704918032787 0.000172330468773137 0.00422283610068766 "C1S" "Hepatocyte" 1
"C1R" 0.442315036596621 0.252500452218672 0.36331569664903 0.180327868852459 0.000935748223968769 0.0177202470472626 "C1R" "Hepatocyte" 1
"PZP" 0.00172682940306961 0.0242722773860364 0.0017636684303351 0.0245901639344262 0.00259401612344637 0.0375425476725401 "PZP" "Hepatocyte" -1
"HEBP1" 0.185094691272441 0.0548559596765026 0.178130511463845 0.040983606557377 0.00026573761251 0.005938273575835 "HEBP1" "Hepatocyte" 1
"ARHGDIB3" 0.148075754808373 0.0252703951442089 0.135802469135802 0.0163934426229508 0.000230904821082995 0.00526287854679984 "ARHGDIB" "Hepatocyte" 1
"STRAP" 0.218411769422169 0.0868192825758838 0.213403880070547 0.0819672131147541 0.00157813748660996 0.0267370207115714 "STRAP" "Hepatocyte" 1
"DERA" 0.13047761027594 0.034303362150552 0.126984126984127 0.0245901639344262 0.00123293939374533 0.0216134962373279 "DERA" "Hepatocyte" 1
"MGST12" 5.79580224608589 4.31848018367598 0.991181657848324 0.795081967213115 2.45272788338528e-07 1.42171064468916e-05 "MGST1" "Hepatocyte" 1
"MRPS35" 0.197343193497443 0.0164928718161982 0.18694885361552 0.0163934426229508 3.33981340172935e-06 0.000139697176682591 "MRPS35" "Hepatocyte" 1
"TUBA1B3" 0.592703952947634 0.315405271454273 0.398589065255732 0.213114754098361 0.00163710006998137 0.027613066025284 "TUBA1B" "Hepatocyte" 1
"TMBIM6" 1.22533298831885 0.626265192143901 0.770723104056437 0.409836065573771 2.36292183475768e-09 2.12458302607071e-07 "TMBIM6" "Hepatocyte" 1
"KRT8" 1.70146456134141 0.670770262863184 0.890652557319224 0.434426229508197 2.17831534078422e-19 5.78469369218954e-17 "KRT8" "Hepatocyte" 1
"KRT18" 2.24938115037959 1.04162774717526 0.911816578483245 0.459016393442623 9.57543671624401e-18 2.14395905613314e-15 "KRT18" "Hepatocyte" 1
"EIF4B1" 0.154981287658341 0.0291056758370429 0.153439153439153 0.0245901639344262 0.000132428935291582 0.00344466061980541 "EIF4B" "Hepatocyte" 1
"PRR13" 0.303185900631468 0.116171396993504 0.289241622574956 0.0983606557377049 4.10916124399935e-05 0.00122194042305283 "PRR13" "Hepatocyte" 1
"HNRNPA13" 0.784347331647073 0.301274928984508 0.597883597883598 0.204918032786885 4.04927337903686e-11 4.5780844272497e-09 "HNRNPA1" "Hepatocyte" 1
"CD632" 0.807705882133235 0.518491233924575 0.627865961199294 0.311475409836066 7.82511062953651e-06 0.000300858378042685 "CD63" "Hepatocyte" 1
"RPL411" 4.74990948000863 7.75458882435133 0.994708994708995 0.991803278688525 4.81670461328246e-15 8.59405468423006e-13 "RPL41" "Hepatocyte" -1
"MYL6" 1.50624928868171 1.15238169799819 0.883597883597884 0.540983606557377 0.000551041724879577 0.0113171680870502 "MYL6" "Hepatocyte" 1
"ATP5B2" 0.762107570337367 0.249360658107828 0.617283950617284 0.19672131147541 2.08945888378385e-13 3.05891422999074e-11 "ATP5B" "Hepatocyte" 1
"PTGES31" 0.539723811026595 0.191800249986587 0.477954144620811 0.114754098360656 9.75015594626137e-11 1.0405329976669e-08 "PTGES3" "Hepatocyte" 1
"NACA3" 1.36527061286018 1.06329074200277 0.851851851851852 0.524590163934426 0.00203557336393133 0.0326922816353471 "NACA" "Hepatocyte" 1
"HSD17B6" 1.17219772913497 0.319057349558301 0.767195767195767 0.229508196721311 1.74179337748503e-22 5.84986428750046e-20 "HSD17B6" "Hepatocyte" 1
"STAC3" 0 0.0287604649969555 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "STAC3" "Hepatocyte" -1
"TSFM" 0.133963547120865 0.0380141554199479 0.130511463844797 0.0245901639344262 0.00110807461478544 0.020212626239992 "TSFM" "Hepatocyte" 1
"LYZ2" 0.278534654164979 0.035020871350051 0.261022927689594 0.0327868852459016 7.27633152619654e-08 4.88755468809637e-06 "LYZ" "Hepatocyte" 1
"BTG13" 0.678294813005723 0.415296213875682 0.55379188712522 0.270491803278689 3.03017877370963e-05 0.000950593720246985 "BTG1" "Hepatocyte" 1
"UBE2N" 0.131903704511146 0.0372671769162523 0.128747795414462 0.0327868852459016 0.00275460241556842 0.0391716126816635 "UBE2N" "Hepatocyte" 1
"SLC25A33" 0.752775574147126 0.39887130690776 0.620811287477954 0.262295081967213 2.71799158176465e-07 1.54411671005824e-05 "SLC25A3" "Hepatocyte" 1
"NR1H4" 0.183439761035173 0.0641665195205029 0.178130511463845 0.0327868852459016 7.16824784257483e-05 0.00202109190405832 "NR1H4" "Hepatocyte" 1
"PAH" 0.400818307127975 0.178177520934564 0.36331569664903 0.139344262295082 1.97310060116076e-05 0.00066659277410221 "PAH" "Hepatocyte" 1
"STAB2" 0 0.0374308645551406 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "STAB2" "Hepatocyte" -1
"TXNRD1" 0.0987225605986348 0.00815864762257008 0.0987654320987654 0.00819672131147541 0.0009762779098209 0.0182602150404509 "TXNRD1" "Hepatocyte" 1
"SART3" 0 0.0198817645976713 0 0.0163934426229508 0.00230133850257204 0.034398453757037 "SART3" "Hepatocyte" -1
"ISCU" 0.194079482204096 0.0908772513789848 0.18694885361552 0.0737704918032787 0.00320982126584015 0.044638307512576 "ISCU" "Hepatocyte" 1
"ARPC31" 0.451597346139609 0.312157295150641 0.403880070546737 0.213114754098361 0.00265002589519457 0.0379192718458928 "ARPC3" "Hepatocyte" 1
"VPS29" 0.391438412712829 0.134541514024678 0.368606701940035 0.0819672131147541 1.78041462359742e-08 1.35537030579059e-06 "VPS29" "Hepatocyte" 1
"ALDH2" 1.59647018444942 0.553125852141306 0.880070546737213 0.319672131147541 3.98339985319034e-24 1.51621476411935e-21 "ALDH2" "Hepatocyte" 1
"ERP29" 0.313686476378205 0.168481217743876 0.299823633156966 0.0983606557377049 5.53488503119454e-05 0.00159603162048511 "ERP29" "Hepatocyte" 1
"PEBP1" 3.2753116396558 2.10702661112851 0.987654320987654 0.721311475409836 1.85904322264448e-11 2.25834197440185e-09 "PEBP1" "Hepatocyte" 1
"RPLP03" 1.93813555569083 1.57421251876004 0.920634920634921 0.680327868852459 0.00121287772624006 0.0214062608283389 "RPLP0" "Hepatocyte" 1
"DYNLL1" 0.57117521162689 0.418288916536239 0.467372134038801 0.254098360655738 0.00116509103718772 0.0208143267815311 "DYNLL1" "Hepatocyte" 1
"ACADS1" 0.246815555922189 0.0546337934944153 0.236331569664903 0.0491803278688525 4.51925729769892e-06 0.00018364910705489 "ACADS" "Hepatocyte" 1
"HPD" 1.62430430335687 0.821385315049507 0.860670194003527 0.409836065573771 1.40760913485514e-13 2.08746606635206e-11 "HPD" "Hepatocyte" 1
"TMED21" 0.571413790279051 0.306311913025203 0.511463844797178 0.180327868852459 7.75868009032547e-08 5.15095162508294e-06 "TMED2" "Hepatocyte" 1
"UBC3" 0.992914804033836 0.513017793240169 0.698412698412698 0.30327868852459 3.6219400330224e-09 3.01172570002012e-07 "UBC" "Hepatocyte" 1
"RAN" 0.419727703830067 0.191696646209665 0.377425044091711 0.172131147540984 2.09900898755472e-05 0.000698792525623539 "RAN" "Hepatocyte" 1
"CRYL1" 0.276991360613944 0.10171078992955 0.261022927689594 0.0737704918032787 2.73320044945428e-05 0.000871799327718391 "CRYL1" "Hepatocyte" 1
"SAP18" 0.543205241706383 0.299211467534626 0.488536155202822 0.221311475409836 1.04308516531389e-05 0.000389248022964684 "SAP18" "Hepatocyte" 1
"RPL213" 3.02942402895816 4.28444919143858 0.975308641975309 0.926229508196721 1.67514070866711e-06 7.7757852651503e-05 "RPL21" "Hepatocyte" -1
"POMP" 0.733783164486803 0.563127841726741 0.631393298059965 0.360655737704918 0.00159903900292141 0.027010985760887 "POMP" "Hepatocyte" 1
"TSC22D1" 0.169494970044341 0.032837545626406 0.165784832451499 0.0327868852459016 0.00015283647196308 0.00383569158977233 "TSC22D1" "Hepatocyte" 1
"TPT13" 4.57154448694288 3.36537340415127 0.99647266313933 0.852459016393443 3.42081970677754e-09 2.89350668382909e-07 "TPT1" "Hepatocyte" 1
"ESD" 0.452872365938375 0.228015248838167 0.412698412698413 0.163934426229508 1.83297963386864e-05 0.00062667049219 "ESD" "Hepatocyte" 1
"ITM2B3" 0.786344502798138 0.414667683953933 0.631393298059965 0.245901639344262 5.06080933386991e-10 5.02516363334439e-08 "ITM2B" "Hepatocyte" 1
"EBPL" 0.227435575761019 0.0929392824795772 0.220458553791887 0.0655737704918033 0.000221917882555695 0.00509875312053014 "EBPL" "Hepatocyte" 1
"LAMP11" 0.188976612939801 0.0553073984861632 0.172839506172839 0.0491803278688525 0.000536701107752057 0.0111025180243129 "LAMP1" "Hepatocyte" 1
"ANG" 1.17296060639157 0.895705980921605 0.735449735449735 0.426229508196721 0.000147276565183259 0.00375390870050812 "ANG" "Hepatocyte" 1
"NDRG2" 0.229016598473977 0.0847970906934977 0.211640211640212 0.0655737704918033 0.00037660094953186 0.00803814250972768 "NDRG2" "Hepatocyte" 1
"HNRNPC" 0.379097754463379 0.229278120196153 0.35978835978836 0.163934426229508 0.000363864035565195 0.00781008162052437 "HNRNPC" "Hepatocyte" 1
"DAD1" 0.229106442812359 0.100159687560334 0.222222222222222 0.0819672131147541 0.000822110109119224 0.0159654342449531 "DAD1" "Hepatocyte" 1
"PSMB5" 0.269534275271494 0.0952049600923716 0.262786596119929 0.0573770491803279 3.42250127758552e-06 0.000142633365287405 "PSMB5" "Hepatocyte" 1
"SLC7A8" 0.00177075143607941 0.0451831039245128 0.0017636684303351 0.0245901639344262 0.00259401612344637 0.0375425476725401 "SLC7A8" "Hepatocyte" -1
"PCK2" 0.192052856245106 0.0522148758560539 0.18694885361552 0.040983606557377 9.6690229740055e-05 0.00262257893919641 "PCK2" "Hepatocyte" 1
"DCAF11" 0.100241285758537 0.0163449311136568 0.100529100529101 0.0163934426229508 0.00261981307591546 0.0377771380708614 "DCAF11" "Hepatocyte" 1
"PSME21" 0.488969589830532 0.294493468591027 0.423280423280423 0.19672131147541 0.000115665606856179 0.00306446766749585 "PSME2" "Hepatocyte" 1
"SPTSSA" 0.264439668705288 0.0600333426862001 0.248677248677249 0.0491803278688525 1.78279582822353e-06 8.24200225201802e-05 "SPTSSA" "Hepatocyte" 1
"SRP54" 0.130457770307971 0.016236534129377 0.126984126984127 0.0163934426229508 0.000312726667338589 0.00689387222845435 "SRP54" "Hepatocyte" 1
"NFKBIA3" 0.174417698035616 0.0635322644480862 0.165784832451499 0.0491803278688525 0.00118827193403142 0.0210370189375268 "NFKBIA" "Hepatocyte" 1
"RPS291" 1.73316881080139 3.10606286926243 0.883597883597884 0.827868852459016 2.80469520591229e-10 2.85953701395647e-08 "RPS29" "Hepatocyte" -1
"PYGL" 0.114539863821389 0.0427577879791552 0.112874779541446 0.0245901639344262 0.00345965726333629 0.0472557730742071 "PYGL" "Hepatocyte" 1
"PSMA3" 0.428354191068439 0.240402099842386 0.393298059964727 0.163934426229508 7.86279177498319e-05 0.00218988339703739 "PSMA3" "Hepatocyte" 1
"DHRS71" 0.259187153760551 0.111961364289422 0.253968253968254 0.0819672131147541 0.000145016261956524 0.00372121504557652 "DHRS7" "Hepatocyte" 1
"MTHFD1" 0.183424272797957 0.0409310114645422 0.178130511463845 0.0327868852459016 6.65563167345833e-05 0.0018812044079015 "MTHFD1" "Hepatocyte" 1
"GPX21" 2.20330915023547 1.44557643056745 0.945326278659612 0.614754098360656 2.25605292419784e-08 1.6408833338481e-06 "GPX2" "Hepatocyte" 1
"ERH" 0.451752255605544 0.263272270611377 0.414462081128748 0.180327868852459 8.90351571701595e-05 0.00243227861178481 "ERH" "Hepatocyte" 1
"SRSF52" 0.292715030324551 0.141929263751839 0.282186948853616 0.10655737704918 0.000323239360306923 0.00703061001018047 "SRSF5" "Hepatocyte" 1
"C14orf1" 0.389638254722149 0.212813715726618 0.35626102292769 0.163934426229508 0.000474203123878794 0.00991744591862993 "C14orf1" "Hepatocyte" 1
"PSMC1" 0.259274657082994 0.179697199109592 0.248677248677249 0.0983606557377049 0.00116999665436446 0.0208143267815311 "PSMC1" "Hepatocyte" 1
"NDUFB12" 0.608423380006099 1.04947190318106 0.522045855379189 0.549180327868853 0.000277250858937453 0.00617139874894109 "NDUFB1" "Hepatocyte" -1
"SERPINA10" 0.21329242408868 0.0411522685605018 0.209876543209877 0.040983606557377 1.24531113083809e-05 0.000450006576045574 "SERPINA10" "Hepatocyte" 1
"SERPINA6" 0.611393822121083 0.322814366508571 0.516754850088183 0.19672131147541 1.87096346458957e-07 1.12444904221833e-05 "SERPINA6" "Hepatocyte" 1
"SERPINA12" 31.2480832683108 19.7409732716584 1 0.983606557377049 3.97158889258078e-16 7.6867073837932e-14 "SERPINA1" "Hepatocyte" 1
"HSP90AA13" 1.34365636908864 0.750709115277231 0.81305114638448 0.401639344262295 7.04337794241447e-10 6.75868342222108e-08 "HSP90AA1" "Hepatocyte" 1
"EIF53" 0.372209745168991 0.235783523562471 0.350970017636684 0.163934426229508 0.000637645146988971 0.0128191372068082 "EIF5" "Hepatocyte" 1
"IGHA12" 0.70610458854958 0.311727518294104 0.368606701940035 0.0655737704918033 5.85206580528438e-10 5.76075339918469e-08 "IGHA1" "Hepatocyte" 1
"IGHG31" 0.122030845049296 0.0540059818192662 0.119929453262787 0.0245901639344262 0.00225892663829405 0.034398453757037 "IGHG3" "Hepatocyte" 1
"IGHM" 0.0705640619401351 0 0.0687830687830688 0 0.00290155315743984 0.0408039846118294 "IGHM" "Hepatocyte" 1
